"Club","Player","Kit_No","Position","Height","Weight","NT","APP","SUB","Saves","Conceded","Assist","Foul","Fouled","YC","RC","Goals","Shots","OnTarget","LeagueNameLong"
"AC Milan","Ciprian Tatarusanu",1,"GK","1.98 m","88 kg","Romania","16","0","35","21","1","0","3","0","0","0",0,"0","Italian Serie-A"
"AC Milan","Mike Maignan",16,"GK","1.91 m","87 kg","France","19","0","22","19","1","0","3","0","0","0",0,"0","Italian Serie-A"
"AC Milan","Denis Vásquez",77,"GK","1.96 m","92 kg","Colombia","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AC Milan","Antonio Mirante",83,"GK","1.93 m","78 kg","Italy","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AC Milan","Lapo Nava",92,"GK","0","0","Italy","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AC Milan","Adam Bakoune",0,"Def","0","0","Italy","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AC Milan","Jan-Carlo Simic",0,"Def","1.85 m","0","Serbia","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AC Milan","Davide Calabria",2,"Def","1.78 m","68 kg","Italy","22","4","0","0","3","14","13","6","0","1",12,"1","Italian Serie-A"
"AC Milan","Fodé Ballo-Touré",5,"Def","1.83 m","68 kg","Senegal","8","3","0","0","0","5","11","0","0","1",5,"3","Italian Serie-A"
"AC Milan","Theo Hernández",19,"Def","1.83 m","81 kg","France","29","0","0","0","4","19","56","5","0","4",48,"13","Italian Serie-A"
"AC Milan","Pierre Kalulu",20,"Def","1.78 m","68 kg","France","33","7","0","0","1","23","23","4","0","1",11,"2","Italian Serie-A"
"AC Milan","Sergiño Dest",21,"Def","1.73 m","68 kg","USA","8","6","0","0","0","5","4","0","0","0",1,"0","Italian Serie-A"
"AC Milan","Fikayo Tomori",23,"Def","1.85 m","73 kg","England","30","1","0","0","0","23","24","5","0","1",8,"3","Italian Serie-A"
"AC Milan","Simon Kjaer",24,"Def","1.91 m","86 kg","Denmark","16","4","0","0","0","8","1","4","0","0",0,"0","Italian Serie-A"
"AC Milan","Alessandro Florenzi",25,"Def","1.73 m","67 kg","Italy","5","3","0","0","1","2","1","1","0","0",5,"0","Italian Serie-A"
"AC Milan","Malick Thiaw",28,"Def","1.91 m","78 kg","Germany","17","5","0","0","0","11","4","5","0","0",7,"2","Italian Serie-A"
"AC Milan","Matteo Gabbia",46,"Def","1.85 m","78 kg","Italy","12","6","0","0","0","8","1","2","0","0",1,"0","Italian Serie-A"
"AC Milan","Andrei Coubis",93,"Def","1.88 m","0","Romania","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AC Milan","Andrea Bozzolan",94,"Def","1.78 m","0","Italy","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AC Milan","Christian Foglio",0,"Mid","0","0","Italy","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AC Milan","Ismaël Bennacer",4,"Mid","1.75 m","68 kg","Algeria","28","4","0","0","2","36","25","5","0","2",15,"3","Italian Serie-A"
"AC Milan","Yacine Adli",7,"Mid","1.85 m","73 kg","France","6","5","0","0","0","4","1","1","0","0",1,"1","Italian Serie-A"
"AC Milan","Sandro Tonali",8,"Mid","1.8 m","78 kg","Italy","31","4","0","0","6","31","29","7","0","2",30,"13","Italian Serie-A"
"AC Milan","Brahim Díaz",10,"Mid","1.7 m","58 kg","Spain","30","6","0","0","5","24","38","3","0","5",34,"15","Italian Serie-A"
"AC Milan","Tiemoué Bakayoko",14,"Mid","1.85 m","77 kg","France","3","3","0","0","0","3","1","0","0","0",0,"0","Italian Serie-A"
"AC Milan","Tommaso Pobega",32,"Mid","1.88 m","73 kg","Italy","16","7","0","0","0","29","5","4","0","2",19,"5","Italian Serie-A"
"AC Milan","Rade Krunic",33,"Mid","1.83 m","73 kg","Bosnia and Herzegovina","20","5","0","0","1","14","17","7","0","0",12,"2","Italian Serie-A"
"AC Milan","Aster Vranckx",40,"Mid","1.83 m","78 kg","Belgium","9","7","0","0","0","6","4","1","0","0",2,"0","Italian Serie-A"
"AC Milan","Alexis Saelemaekers",56,"Mid","1.8 m","72 kg","Belgium","27","13","0","0","2","21","21","1","0","2",30,"9","Italian Serie-A"
"AC Milan","Antonio Gala",88,"Mid","1.73 m","72 kg","Italy","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AC Milan","Charles De Ketelaere",90,"Mid","1.93 m","73 kg","Belgium","30","21","0","0","1","18","13","2","0","0",17,"3","Italian Serie-A"
"AC Milan","Federico Mangiameli",0,"Fwd","0","0","Italy","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AC Milan","Olivier Giroud",9,"Fwd","1.93 m","91 kg","France","30","8","0","0","5","35","22","7","1","8",68,"20","Italian Serie-A"
"AC Milan","Zlatan Ibrahimovic",11,"Fwd","1.96 m","93 kg","Sweden","4","3","0","0","0","2","1","0","0","1",6,"3","Italian Serie-A"
"AC Milan","Ante Rebic",12,"Fwd","1.85 m","78 kg","Croatia","23","13","0","0","2","18","15","4","0","3",24,"12","Italian Serie-A"
"AC Milan","Rafael Leão",17,"Fwd","1.88 m","81 kg","Portugal","32","7","0","0","7","15","24","6","1","12",83,"26","Italian Serie-A"
"AC Milan","Divock Origi",27,"Fwd","1.85 m","73 kg","Belgium","26","16","0","0","1","13","17","1","0","2",30,"12","Italian Serie-A"
"AC Milan","Junior Messias",30,"Fwd","1.75 m","68 kg","Brazil","22","6","0","0","2","22","22","2","0","5",27,"10","Italian Serie-A"
"Ajax Amsterdam","Maarten Stekelenburg",1,"GK","1.98 m","92 kg","Netherlands","0","0","0","0","0","0","0","0","0","0",0,"0","Dutch Eredivisie"
"Ajax Amsterdam","Gerónimo Rulli",12,"GK","1.88 m","83 kg","Argentina","16","0","39","14","0","1","1","1","0","0",0,"0","Dutch Eredivisie"
"Ajax Amsterdam","Remko Pasveer",22,"GK","1.88 m","87 kg","Netherlands","15","0","17","18","0","0","0","0","0","0",0,"0","Dutch Eredivisie"
"Ajax Amsterdam","Charlie Setford",51,"GK","1.93 m","76 kg","England","0","0","0","0","0","0","0","0","0","0",0,"0","Dutch Eredivisie"
"Ajax Amsterdam","Sten Kremers",52,"GK","0","0","Netherlands","0","0","0","0","0","0","0","0","0","0",0,"0","Dutch Eredivisie"
"Ajax Amsterdam","Tom De Graaff",53,"GK","1.88 m","0","Netherlands","0","0","0","0","0","0","0","0","0","0",0,"0","Dutch Eredivisie"
"Ajax Amsterdam","Jurriën Timber",2,"Def","1.78 m","78 kg","Netherlands","31","0","0","0","2","33","20","3","0","1",24,"7","Dutch Eredivisie"
"Ajax Amsterdam","Calvin Bassey",3,"Def","1.85 m","76 kg","Nigeria","24","4","0","0","3","13","25","0","0","1",7,"2","Dutch Eredivisie"
"Ajax Amsterdam","Owen Wijndal",5,"Def","1.75 m","63 kg","Netherlands","17","5","0","0","1","10","20","2","0","0",6,"3","Dutch Eredivisie"
"Ajax Amsterdam","Ahmetcan Kaplan",13,"Def","1.88 m","68 kg","Turkey","0","0","0","0","0","0","0","0","0","0",0,"0","Dutch Eredivisie"
"Ajax Amsterdam","Devyne Rensch",15,"Def","1.78 m","73 kg","Netherlands","23","0","0","0","1","16","20","2","1","3",13,"3","Dutch Eredivisie"
"Ajax Amsterdam","Jorge Sánchez",19,"Def","1.7 m","68 kg","Mexico","17","6","0","0","3","18","8","3","0","2",14,"5","Dutch Eredivisie"
"Ajax Amsterdam","Youri Baas",25,"Def","1.83 m","71 kg","Netherlands","6","4","0","0","0","3","2","0","0","0",2,"0","Dutch Eredivisie"
"Ajax Amsterdam","Olivier Aertssen",43,"Def","1.83 m","0","Netherlands","0","0","0","0","0","0","0","0","0","0",0,"0","Dutch Eredivisie"
"Ajax Amsterdam","Mateja Milovanovic",44,"Def","0","0","Serbia","0","0","0","0","0","0","0","0","0","0",0,"0","Dutch Eredivisie"
"Ajax Amsterdam","Tristan Gooijer",47,"Def","1.8 m","0","Netherlands","0","0","0","0","0","0","0","0","0","0",0,"0","Dutch Eredivisie"
"Ajax Amsterdam","Jorrel Hato",57,"Def","0","0","Netherlands","8","5","0","0","0","1","1","1","0","0",0,"0","Dutch Eredivisie"
"Ajax Amsterdam","Edson Álvarez",4,"Mid","1.88 m","73 kg","Mexico","28","1","0","0","3","32","12","10","0","3",60,"19","Dutch Eredivisie"
"Ajax Amsterdam","Davy Klaassen",6,"Mid","1.78 m","68 kg","Netherlands","30","9","0","0","3","13","14","3","0","7",33,"13","Dutch Eredivisie"
"Ajax Amsterdam","Kenneth Taylor",8,"Mid","1.83 m","73 kg","Netherlands","29","3","0","0","3","25","28","4","0","8",39,"16","Dutch Eredivisie"
"Ajax Amsterdam","Mohammed Kudus",20,"Mid","1.78 m","68 kg","Ghana","27","11","0","0","2","24","31","1","0","11",54,"22","Dutch Eredivisie"
"Ajax Amsterdam","Florian Grillitsch",21,"Mid","1.88 m","77 kg","Austria","10","6","0","0","0","3","7","2","0","0",1,"0","Dutch Eredivisie"
"Ajax Amsterdam","Youri Regeer",26,"Mid","1.78 m","0","Netherlands","3","3","0","0","0","0","0","0","0","0",0,"0","Dutch Eredivisie"
"Ajax Amsterdam","Kian Fitz-Jim",28,"Mid","0","0","Netherlands","2","2","0","0","0","2","0","0","0","0",2,"0","Dutch Eredivisie"
"Ajax Amsterdam","Kristian Hlynsson",38,"Mid","0","0","Iceland","0","0","0","0","0","0","0","0","0","0",0,"0","Dutch Eredivisie"
"Ajax Amsterdam","Silvano Vos",41,"Mid","0","0","Netherlands","2","2","0","0","0","0","1","0","0","0",2,"0","Dutch Eredivisie"
"Ajax Amsterdam","Donny Warmerdam",45,"Mid","1.75 m","0","Netherlands","0","0","0","0","0","0","0","0","0","0",0,"0","Dutch Eredivisie"
"Ajax Amsterdam","Patrickson Delgado",46,"Mid","1.8 m","76 kg","Ecuador","0","0","0","0","0","0","0","0","0","0",0,"0","Dutch Eredivisie"
"Ajax Amsterdam","Julian Brandes",54,"Mid","0","0","Netherlands","0","0","0","0","0","0","0","0","0","0",0,"0","Dutch Eredivisie"
"Ajax Amsterdam","Steven Bergwijn",7,"Fwd","1.75 m","78 kg","Netherlands","29","4","0","0","5","12","34","0","0","11",77,"29","Dutch Eredivisie"
"Ajax Amsterdam","Brian Brobbey",9,"Fwd","1.8 m","78 kg","Netherlands","29","15","0","0","2","18","22","1","0","11",51,"24","Dutch Eredivisie"
"Ajax Amsterdam","Dusan Tadic",10,"Fwd","1.8 m","76 kg","Serbia","31","0","0","0","19","19","38","3","0","9",38,"14","Dutch Eredivisie"
"Ajax Amsterdam","Lorenzo Lucca",18,"Fwd","2.01 m","78 kg","Italy","13","13","0","0","1","4","4","1","0","2",13,"6","Dutch Eredivisie"
"Ajax Amsterdam","Steven Berghuis",23,"Fwd","1.83 m","73 kg","Netherlands","28","3","0","0","9","11","11","4","0","9",74,"22","Dutch Eredivisie"
"Ajax Amsterdam","Francisco Conceição",35,"Fwd","1.7 m","63 kg","Portugal","19","15","0","0","3","9","13","3","0","0",20,"6","Dutch Eredivisie"
"Ajax Amsterdam","Amourricho van Axel Dongen",36,"Fwd","1.75 m","0","Netherlands","0","0","0","0","0","0","0","0","0","0",0,"0","Dutch Eredivisie"
"Ajax Amsterdam","Christian Rasmussen",37,"Fwd","1.83 m","73 kg","Denmark","2","2","0","0","0","0","0","0","0","0",1,"0","Dutch Eredivisie"
"Ajax Amsterdam","Mika Godts",39,"Fwd","1.75 m","0","Belgium","1","1","0","0","0","0","1","0","0","0",1,"0","Dutch Eredivisie"
"Ajax Amsterdam","Sontje Hansen",40,"Fwd","1.73 m","68 kg","Netherlands","0","0","0","0","0","0","0","0","0","0",0,"0","Dutch Eredivisie"
"Ajax Amsterdam","Ar'jany Martha",42,"Fwd","0","0","Netherlands","0","0","0","0","0","0","0","0","0","0",0,"0","Dutch Eredivisie"
"Ajax Amsterdam","Jaydon Banel",49,"Fwd","0","0","Netherlands","0","0","0","0","0","0","0","0","0","0",0,"0","Dutch Eredivisie"
"Ajax Amsterdam","Gabriel Misehouy",55,"Fwd","0","0","Netherlands","0","0","0","0","0","0","0","0","0","0",0,"0","Dutch Eredivisie"
"Arsenal","Aaron Ramsdale",1,"GK","1.88 m","87 kg","England","35","0","91","38","0","0","4","1","0","0",0,"0","English Premier League"
"Arsenal","Matt Turner",30,"GK","1.91 m","83 kg","USA","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Arsenal","Karl Hein",31,"GK","1.93 m","86 kg","Estonia","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Arsenal","James Hillson",56,"GK","0","0","England","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Arsenal","Kieran Tierney",3,"Def","1.78 m","68 kg","Scotland","24","19","0","0","1","4","8","0","0","0",6,"2","English Premier League"
"Arsenal","Ben White",4,"Def","1.85 m","76 kg","England","35","2","0","0","5","25","27","5","0","2",10,"2","English Premier League"
"Arsenal","Gabriel",6,"Def","1.91 m","78 kg","Brazil","35","0","0","0","0","20","36","4","0","3",29,"8","English Premier League"
"Arsenal","William Saliba",12,"Def","1.93 m","92 kg","France","27","0","0","0","1","18","13","4","0","2",7,"4","English Premier League"
"Arsenal","Jakub Kiwior",15,"Def","1.88 m","73 kg","Poland","4","2","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Arsenal","Rob Holding",16,"Def","1.88 m","81 kg","England","14","8","0","0","0","5","2","0","0","1",5,"2","English Premier League"
"Arsenal","Takehiro Tomiyasu",18,"Def","1.88 m","68 kg","Japan","21","15","0","0","1","6","3","2","0","0",2,"0","English Premier League"
"Arsenal","Lino Sousa",96,"Def","1.85 m","0","England","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Arsenal","Reuell Walters",97,"Def","1.83 m","0","England","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Arsenal","Thomas Partey",5,"Mid","1.85 m","77 kg","Ghana","30","4","0","0","0","33","20","4","0","3",27,"4","English Premier League"
"Arsenal","Bukayo Saka",7,"Mid","1.78 m","72 kg","England","35","1","0","0","11","35","58","6","0","13",81,"28","English Premier League"
"Arsenal","Martin Ødegaard",8,"Mid","1.78 m","68 kg","Norway","34","0","0","0","8","27","24","4","0","15",87,"29","English Premier League"
"Arsenal","Emile Smith Rowe",10,"Mid","1.83 m","78 kg","England","10","10","0","0","1","1","1","0","0","0",4,"1","English Premier League"
"Arsenal","Jorginho",20,"Mid","1.8 m","63 kg","Italy","29","8","0","0","1","15","35","4","0","2",8,"3","English Premier League"
"Arsenal","Fabio Vieira",21,"Mid","1.7 m","58 kg","Portugal","20","17","0","0","2","3","5","0","0","1",15,"2","English Premier League"
"Arsenal","Mohamed Elneny",25,"Mid","1.78 m","72 kg","Egypt","5","4","0","0","0","1","1","0","0","0",0,"0","English Premier League"
"Arsenal","Granit Xhaka",34,"Mid","1.85 m","78 kg","Switzerland","34","1","0","0","8","22","38","5","0","5",37,"12","English Premier League"
"Arsenal","Oleksandr Zinchenko",35,"Mid","1.75 m","63 kg","Ukraine","27","1","0","0","2","6","11","3","0","1",28,"7","English Premier League"
"Arsenal","Mauro Bandeira",41,"Mid","1.78 m","0","Portugal","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Arsenal","Catalin Cirjan",44,"Mid","1.75 m","58 kg","Romania","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Arsenal","Matthew Smith",72,"Mid","1.75 m","61 kg","England","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Arsenal","Ethan Nwaneri",83,"Mid","1.65 m","0","England","1","1","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Arsenal","Amario Cozier-Duberry",85,"Mid","0","0","England","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Arsenal","Bradley Ibrahim",89,"Mid","0","0","England","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Arsenal","Gabriel Jesus",9,"Fwd","1.75 m","73 kg","Brazil","23","2","0","0","5","36","55","5","0","10",71,"27","English Premier League"
"Arsenal","Gabriel Martinelli",11,"Fwd","1.78 m","73 kg","Brazil","35","2","0","0","5","38","35","3","0","15",75,"28","English Premier League"
"Arsenal","Edward Nketiah",14,"Fwd","1.75 m","72 kg","England","27","18","0","0","1","25","25","3","0","4",40,"14","English Premier League"
"Arsenal","Leandro Trossard",19,"Fwd","1.73 m","59 kg","Belgium","33","9","0","0","10","18","26","1","0","8",49,"20","English Premier League"
"Arsenal","Reiss Nelson",24,"Fwd","1.75 m","71 kg","England","9","9","0","0","2","5","4","0","0","3",8,"6","English Premier League"
"Arsenal","Khayon Edwards",47,"Fwd","1.8 m","0","England","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Arsenal","Charles Sagoe Junior",71,"Fwd","0","0","England","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"AS Roma","Rui Patrício",1,"GK","1.91 m","83 kg","Portugal","34","0","59","32","0","1","0","1","0","0",0,"0","Italian Serie-A"
"AS Roma","Pietro Boer",63,"GK","1.93 m","0","Italy","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AS Roma","Mile Svilar",99,"GK","1.88 m","77 kg","Serbia","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AS Roma","Rick Karsdorp",2,"Def","1.83 m","78 kg","Netherlands","13","5","0","0","0","4","0","0","0","0",2,"0","Italian Serie-A"
"AS Roma","Ibañez",3,"Def","1.85 m","73 kg","Brazil","30","0","0","0","0","40","47","10","1","3",27,"10","Italian Serie-A"
"AS Roma","Chris Smalling",6,"Def","1.93 m","81 kg","England","29","1","0","0","1","17","14","7","0","3",14,"4","Italian Serie-A"
"AS Roma","Diego Llorente",14,"Def","1.85 m","73 kg","Spain","6","2","0","0","0","7","2","0","0","0",3,"1","Italian Serie-A"
"AS Roma","Zeki Celik",19,"Def","1.8 m","78 kg","Turkey","21","7","0","0","1","22","6","6","1","0",5,"1","Italian Serie-A"
"AS Roma","Gianluca Mancini",23,"Def","1.91 m","77 kg","Italy","32","0","0","0","2","34","23","7","0","1",19,"5","Italian Serie-A"
"AS Roma","Marash Kumbulla",24,"Def","1.91 m","78 kg","Albania","7","2","0","0","0","3","5","1","1","0",1,"0","Italian Serie-A"
"AS Roma","William Bianda",28,"Def","1.85 m","87 kg","France","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AS Roma","Leonardo Spinazzola",37,"Def","1.85 m","73 kg","Italy","25","7","0","0","4","13","13","3","0","1",8,"5","Italian Serie-A"
"AS Roma","Filippo Missori",58,"Def","1.83 m","0","Italy","1","1","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AS Roma","Dimitrios Keramitsis",60,"Def","1.93 m","0","Greece","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AS Roma","Jan Oliveras",74,"Def","0","0","Spain","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AS Roma","Brian Silva",80,"Def","1.88 m","0","France","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AS Roma","Corentin Louakima",81,"Def","0","0","France","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AS Roma","Matteo Falasca",82,"Def","0","0","Italy","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AS Roma","Ante Coric",0,"Mid","1.73 m","68 kg","Croatia","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AS Roma","Bryan Cristante",4,"Mid","1.85 m","78 kg","Italy","32","0","0","0","1","46","19","8","1","1",24,"4","Italian Serie-A"
"AS Roma","Lorenzo Pellegrini",7,"Mid","1.85 m","77 kg","Italy","29","1","0","0","5","23","54","4","0","4",54,"13","Italian Serie-A"
"AS Roma","Nemanja Matic",8,"Mid","1.93 m","83 kg","Serbia","32","16","0","0","2","18","16","5","0","1",8,"3","Italian Serie-A"
"AS Roma","Mady Camara",20,"Mid","1.85 m","73 kg","Guinea","13","7","0","0","0","12","6","2","0","0",9,"1","Italian Serie-A"
"AS Roma","Georginio Wijnaldum",25,"Mid","1.75 m","68 kg","Netherlands","10","3","0","0","0","2","6","0","0","2",15,"3","Italian Serie-A"
"AS Roma","Edoardo Bove",52,"Mid","1.78 m","0","Italy","18","11","0","0","0","17","17","2","0","1",6,"2","Italian Serie-A"
"AS Roma","Ebrima Darboe",55,"Mid","1.78 m","0","Gambia","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AS Roma","Nicola Zalewski",59,"Mid","1.65 m","68 kg","Poland","29","7","0","0","1","17","42","2","0","1",23,"8","Italian Serie-A"
"AS Roma","Cristian Volpato",62,"Mid","1.88 m","0","Italy","7","5","0","0","1","6","6","0","0","1",3,"1","Italian Serie-A"
"AS Roma","Benjamin Tahirovic",68,"Mid","0","0","Sweden","8","7","0","0","0","2","0","1","0","0",0,"0","Italian Serie-A"
"AS Roma","Giacomo Faticanti",73,"Mid","0","0","Italy","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AS Roma","Niccolò Pisilli",76,"Mid","0","0","Italy","1","1","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AS Roma","Tammy Abraham",9,"Fwd","1.91 m","78 kg","England","34","10","0","0","3","28","45","2","0","8",55,"23","Italian Serie-A"
"AS Roma","Andrea Belotti",11,"Fwd","1.8 m","72 kg","Italy","27","20","0","0","2","12","26","0","0","0",14,"6","Italian Serie-A"
"AS Roma","Ola Solbakken",18,"Fwd","1.85 m","0","Norway","11","7","0","0","1","5","7","1","0","1",7,"1","Italian Serie-A"
"AS Roma","Paulo Dybala",21,"Fwd","1.78 m","73 kg","Argentina","24","4","0","0","6","10","50","4","0","11",54,"17","Italian Serie-A"
"AS Roma","Jordan Majchrzak",77,"Fwd","0","0","Poland","1","1","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"AS Roma","Stephan El Shaarawy",92,"Fwd","1.78 m","72 kg","Italy","26","15","0","0","1","12","14","3","0","5",32,"14","Italian Serie-A"
"Atletico Madrid","Ivo Grbic",1,"GK","1.96 m","83 kg","Croatia","7","2","7","6","0","0","1","2","0","0",0,"0","Spanish La Liga"
"Atletico Madrid","Jan Oblak",13,"GK","1.88 m","87 kg","Slovenia","28","0","45","20","0","0","3","1","0","0",0,"0","Spanish La Liga"
"Atletico Madrid","Antonio Gomis",31,"GK","0","0","Spain","0","0","0","0","0","0","0","0","0","0",0,"0","Spanish La Liga"
"Atletico Madrid","Alejandro Iturbe",33,"GK","0","0","Spain","0","0","0","0","0","0","0","0","0","0",0,"0","Spanish La Liga"
"Atletico Madrid","Sergio Mestre",51,"GK","0","0","Spain","0","0","0","0","0","0","0","0","0","0",0,"0","Spanish La Liga"
"Atletico Madrid","José María Giménez",2,"Def","1.85 m","77 kg","Uruguay","24","2","0","0","1","18","6","8","0","2",20,"6","Spanish La Liga"
"Atletico Madrid","Sergio Reguilón",3,"Def","1.78 m","68 kg","Spain","6","6","0","0","0","2","4","2","1","0",0,"0","Spanish La Liga"
"Atletico Madrid","Matt Doherty",12,"Def","1.85 m","78 kg","Republic of Ireland","2","2","0","0","0","1","0","0","0","0",0,"0","Spanish La Liga"
"Atletico Madrid","Stefan Savic",15,"Def","1.88 m","81 kg","Montenegro","21","0","0","0","0","30","8","5","2","0",2,"1","Spanish La Liga"
"Atletico Madrid","Nahuel Molina",16,"Def","1.75 m","68 kg","Argentina","28","0","0","0","2","21","14","7","1","3",18,"5","Spanish La Liga"
"Atletico Madrid","Alberto Moreno",18,"Def","1.7 m","63 kg","Spain","21","9","0","0","1","24","7","5","0","0",12,"1","Spanish La Liga"
"Atletico Madrid","Mario Hermoso",22,"Def","1.83 m","73 kg","Spain","21","2","0","0","1","23","8","4","2","3",12,"5","Spanish La Liga"
"Atletico Madrid","Reinildo Mandava",23,"Def","1.8 m","73 kg","Mozambique","22","0","0","0","0","31","30","4","0","0",6,"0","Spanish La Liga"
"Atletico Madrid","Sergio Diez",30,"Def","1.78 m","0","Spain","0","0","0","0","0","0","0","0","0","0",0,"0","Spanish La Liga"
"Atletico Madrid","Marco Moreno",36,"Def","1.93 m","0","Spain","0","0","0","0","0","0","0","0","0","0",0,"0","Spanish La Liga"
"Atletico Madrid","Ilias Kostis",37,"Def","1.88 m","0","Cyprus","0","0","0","0","0","0","0","0","0","0",0,"0","Spanish La Liga"
"Atletico Madrid","Adrian Corral",48,"Def","1.83 m","0","Spain","0","0","0","0","0","0","0","0","0","0",0,"0","Spanish La Liga"
"Atletico Madrid","Geoffrey Kondogbia",4,"Mid","1.88 m","78 kg","Central African Republic","18","8","0","0","2","16","19","5","0","0",11,"0","Spanish La Liga"
"Atletico Madrid","Rodrigo De Paul",5,"Mid","1.8 m","68 kg","Argentina","26","6","0","0","5","24","43","4","0","2",19,"5","Spanish La Liga"
"Atletico Madrid","Koke",6,"Mid","1.75 m","77 kg","Spain","28","3","0","0","3","18","25","4","0","0",12,"1","Spanish La Liga"
"Atletico Madrid","Thomas Lemar",11,"Mid","1.7 m","63 kg","France","25","9","0","0","3","7","15","1","0","1",13,"6","Spanish La Liga"
"Atletico Madrid","Marcos Llorente",14,"Mid","1.83 m","73 kg","Spain","22","1","0","0","2","29","13","5","0","1",22,"8","Spanish La Liga"
"Atletico Madrid","Saúl Ñíguez",17,"Mid","1.83 m","76 kg","Spain","27","20","0","0","1","28","2","8","0","1",12,"5","Spanish La Liga"
"Atletico Madrid","Axel Witsel",20,"Mid","1.85 m","81 kg","Belgium","28","8","0","0","0","16","13","2","0","0",5,"0","Spanish La Liga"
"Atletico Madrid","Yannick Carrasco",21,"Mid","1.8 m","73 kg","Belgium","31","9","0","0","3","20","18","2","0","5",58,"18","Spanish La Liga"
"Atletico Madrid","Pablo Barrios",24,"Mid","1.8 m","73 kg","Spain","16","11","0","0","1","6","9","3","0","0",11,"2","Spanish La Liga"
"Atletico Madrid","Aitor Gismera",39,"Mid","0","0","Spain","0","0","0","0","0","0","0","0","0","0",0,"0","Spanish La Liga"
"Atletico Madrid","Antoine Griezmann",8,"Fwd","1.75 m","73 kg","France","33","7","0","0","12","20","34","2","0","13",92,"36","Spanish La Liga"
"Atletico Madrid","Memphis Depay",9,"Fwd","1.78 m","78 kg","Netherlands","10","5","0","0","0","4","8","1","0","5",16,"7","Spanish La Liga"
"Atletico Madrid","Ángel Correa",10,"Fwd","1.7 m","68 kg","Argentina","30","19","0","0","1","11","17","1","1","6",37,"13","Spanish La Liga"
"Atletico Madrid","Álvaro Morata",19,"Fwd","1.91 m","83 kg","Spain","33","12","0","0","2","35","53","4","0","13",67,"29","Spanish La Liga"
"Atletico Madrid","Diego Bri",26,"Fwd","0","0","Spain","0","0","0","0","0","0","0","0","0","0",0,"0","Spanish La Liga"
"Atletico Madrid","Carlos Martín",29,"Fwd","0","0","Spain","1","1","0","0","0","0","0","0","0","0",0,"0","Spanish La Liga"
"Barcelona","Marc-André ter Stegen",1,"GK","1.88 m","83 kg","Germany","33","0","61","9","0","0","1","0","0","0",0,"0","Spanish La Liga"
"Barcelona","Iñaki Peña",13,"GK","1.83 m","78 kg","Spain","0","0","0","0","0","0","0","0","0","0",0,"0","Spanish La Liga"
"Barcelona","Ander Astralaga",31,"GK","0","0","Spain","0","0","0","0","0","0","0","0","0","0",0,"0","Spanish La Liga"
"Barcelona","Arnau Tenas",36,"GK","1.85 m","83 kg","Spain","0","0","0","0","0","0","0","1","0","0",0,"0","Spanish La Liga"
